inheritor_id,project_id,province,city,category_cn,inheritor_project_name,matched_project_name,match_tier,fuzzy_score,candidate_count,matched_alias,name_similarity_ratio,audit_judgment,false_positive,judgment_note
1044,854.0,北京市,不统计,传统技艺,花丝镶嵌制作技艺,北京花丝镶嵌制作技艺,fuzzy_ambiguous_assigned_first,,2,北京花丝镶嵌制作技艺,0.8888888888888888,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
15385,14620.0,陕西省,榆林市,曲艺,榆林市小曲,榆林小曲,fuzzy_exact_alias_unique,,1,榆林小曲,0.8888888888888888,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
6487,6137.0,河南省,许昌市,传统技艺,董村木杆秤制作技艺,董村木杆称制作技艺,fuzzy_exact_alias_unique,,1,董村木杆称制作技艺,0.8888888888888888,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
4019,3494.0,广西壮族自治区,桂林市,传统技艺,桂林米粉制作技艺,桂林马肉米粉制作技艺,fuzzy_exact_alias_unique,,1,桂林马肉米粉制作技艺,0.8888888888888888,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
2562,2106.0,甘肃省,武威市,传统美术,唐卡绘画,唐卡绘画武,fuzzy_exact_alias_unique,,1,唐卡绘画武,0.8888888888888888,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
5488,5216.0,河北省,沧州市,传统技艺,镂空木雕雕刻技艺,沧县镂空木雕雕刻技艺,fuzzy_exact_alias_unique,,1,沧县镂空木雕雕刻技艺,0.8888888888888888,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
257,278.0,安徽省,黄山市,传统技艺,五成豆腐干制作技艺,五城豆腐干制作技艺,fuzzy_exact_alias_unique,,1,五城豆腐干制作技艺,0.8888888888888888,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
16576,15269.0,上海市,不统计,传统技艺,南翔小笼馒头制作技艺,南翔小笼馒头制作工艺,fuzzy_ambiguous_assigned_first,,2,南翔小笼馒头制作工艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
9301,7991.0,湖南省,长沙市,传统技艺,长沙窑铜官陶瓷烧制技艺,长沙窑铜官陶瓷技艺,fuzzy_exact_alias_unique,,1,长沙窑铜官陶瓷技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
12263,11827.0,宁夏回族自治区,石嘴山市,传统技艺,黄渠桥羊羔肉制作技艺,黄渠桥羊羔肉制作技术,fuzzy_exact_alias_unique,,1,黄渠桥羊羔肉制作技术,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
9898,9129.0,江苏省,镇江市,传统技艺,镇江恒顺香醋酿造技艺,镇江恒顺香醋酿制技艺,fuzzy_exact_alias_unique,,1,镇江恒顺香醋酿制技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
14498,13725.0,山西省,晋中市,传统技艺,平遥推光漆器霖饰技艺,平遥推光漆器影饰技艺,fuzzy_exact_alias_unique,,1,平遥推光漆器影饰技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
13863,13725.0,山西省,晋中市,传统技艺,平遥推光漆器霖饰技艺,平遥推光漆器影饰技艺,fuzzy_exact_alias_unique,,1,平遥推光漆器影饰技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
17904,16787.0,天津市,不统计,传统技艺,汇蚨源吉祥手工布艺,汇蚨源吉祥手工布艺技艺,fuzzy_exact_alias_unique,,1,汇蚨源吉祥手工布艺技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
13865,13725.0,山西省,晋中市,传统技艺,平遥推光漆器霖饰技艺,平遥推光漆器影饰技艺,fuzzy_exact_alias_unique,,1,平遥推光漆器影饰技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
9418,8806.0,吉林省,松原市,传统技艺,前郭尔罗斯传统酿酒技艺,前郭尔罗斯酿酒技艺,fuzzy_exact_alias_unique,,1,前郭尔罗斯酿酒技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
7248,6729.0,黑龙江省,黑河市,传统技艺,鄂伦春族狍皮制作技艺,鄂伦春族兽皮制作技艺,fuzzy_exact_city_disambiguated,,1,鄂伦春族兽皮制作技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
18658,17647.0,新疆维吾尔自治区,阿克苏地区,传统技艺,柯尔克孜族马鞍制作,柯尔克孜族马鞍制作技艺,fuzzy_exact_alias_unique,,1,柯尔克孜族马鞍制作技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
20242,19281.0,浙江省,金华市,传统技艺,金华火腿传统制作技艺,金华火腿传统制作工艺,fuzzy_exact_alias_unique,,1,金华火腿传统制作工艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
858,925.0,北京市,不统计,传统技艺,鸡宾楼全羊席制作技艺,鸿宾楼全羊席制作技艺,fuzzy_exact_alias_unique,,1,鸿宾楼全羊席制作技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
5618,5495.0,河北省,保定市,传统技艺,涞水古建砖瓦制作技艺,诔水古建砖瓦制作技艺,fuzzy_exact_alias_unique,,1,诔水古建砖瓦制作技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
17799,16772.0,天津市,不统计,传统体育、游艺与杂技,毕式“一指禅”拿手推,毕式“一指禅“拿手推,fuzzy_exact_alias_unique,,1,毕式“一指禅“拿手推,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
11322,11054.0,内蒙古自治区,呼伦贝尔市,传统体育、游艺与杂技,达斡尔族曲棍球竞技,达斡尔族传统曲棍球竞技,fuzzy_exact_alias_unique,,1,达斡尔族传统曲棍球竞技,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
14767,14303.0,山西省,朔州市,传统医药,应县王氏祖传中医正骨术,应县王氏中医正骨术,fuzzy_exact_alias_unique,,1,应县王氏中医正骨术,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
9958,9198.0,江苏省,南京市,传统技艺,刘长兴面点加工制作技艺,刘长兴面点制作技艺,fuzzy_exact_alias_unique,,1,刘长兴面点制作技艺,0.9,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
17756,16805.0,天津市,不统计,传统舞蹈,寺各庄竹马会,寺各庄竹马,fuzzy_exact_alias_unique,,1,寺各庄竹马,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
18218,17164.0,西藏自治区,昌都市,传统舞蹈,芒康三弦舞,芒康县三弦舞,fuzzy_exact_alias_unique,,1,芒康县三弦舞,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
19385,18172.0,云南省,西双版纳傣族自治州,传统舞蹈,基诺大鼓舞,基诺族大鼓舞,fuzzy_exact_alias_unique,,1,基诺族大鼓舞,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
18033,17196.0,西藏自治区,拉萨市,传统医药,藏药珊瑚七十味丸配伍技艺,藏药珊瑚七十配伍技艺,fuzzy_exact_alias_unique,,1,藏药珊瑚七十配伍技艺,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
18330,17407.0,西藏自治区,山南市,传统舞蹈,增期贡布卓舞,增期贡卓舞,fuzzy_exact_alias_unique,,1,增期贡卓舞,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
14988,13930.0,山西省,晋城市,传统医药,武氏正骨疗法,武氏正骨法,fuzzy_exact_alias_unique,,1,武氏正骨法,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
1116,1253.0,福建省,福州市,传统技艺,聚春园佛跳墙制作技艺,福州聚春园佛跳墙制作技艺,fuzzy_exact_alias_unique,,1,福州聚春园佛跳墙制作技艺,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
5102,4902.0,河北省,石家庄市,传统戏剧,石家庄市丝弦,石家庄丝弦,fuzzy_ambiguous_assigned_first,,5,石家庄丝弦,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
18892,17675.0,新疆维吾尔自治区,阿勒泰地区,传统音乐,新疆哈萨克族冬布拉艺术,新疆哈萨克族冬不拉艺术,fuzzy_exact_city_disambiguated,,1,新疆哈萨克族冬不拉艺术,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
9859,9277.0,江苏省,宿迁市,传统舞蹈,洪泽湖渔鼓舞,洪泽湖渔鼓,fuzzy_exact_city_disambiguated,,1,洪泽湖渔鼓,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
11935,11397.0,内蒙古自治区,呼伦贝尔市,民俗,达斡尔族服饰,达斡尔服饰,fuzzy_exact_alias_unique,,1,达斡尔服饰,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
11218,11103.0,内蒙古自治区,阿拉善盟,民俗,阿拉善烤全羊,阿拉善全羊,fuzzy_exact_alias_unique,,1,阿拉善全羊,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
11219,11103.0,内蒙古自治区,阿拉善盟,民俗,阿拉善烤全羊,阿拉善全羊,fuzzy_exact_alias_unique,,1,阿拉善全羊,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
11313,11046.0,内蒙古自治区,呼伦贝尔市,传统体育、游艺与杂技,达斡尔族摔跤,达斡尔摔跤,fuzzy_exact_alias_unique,,1,达斡尔摔跤,0.9090909090909091,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
12358,11907.0,宁夏回族自治区,吴忠市,传统医药,张氏祖传药膏制作与疗法,张氏祖传回药膏方制作与疗法,fuzzy_exact_alias_unique,,1,张氏祖传回药膏方制作与疗法,0.9166666666666666,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
13198,12832.0,山东省,烟台市,传统技艺,黄金溜槽堆石砌灶冶炼技艺,黄金溜槽碓石砌灶冶炼技艺,fuzzy_exact_alias_unique,,1,黄金溜槽碓石砌灶冶炼技艺,0.9166666666666666,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
12383,11928.0,宁夏回族自治区,银川市,传统美术,黄河石鉴赏艺术,黄河石鉴艺术,fuzzy_exact_alias_unique,,1,黄河石鉴艺术,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
9984,9241.0,江苏省,苏州市,传统技艺,苏州姜思序堂国画颜料制作技艺,姜思序堂国画颜料制作技艺,fuzzy_exact_alias_unique,,1,姜思序堂国画颜料制作技艺,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
11341,10979.0,内蒙古自治区,通辽市,民间文学,巴拉根仓故事,巴拉根仓的故事,fuzzy_exact_city_disambiguated,,1,巴拉根仓的故事,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
12290,11928.0,宁夏回族自治区,银川市,传统美术,黄河石鉴赏艺术,黄河石鉴艺术,fuzzy_exact_alias_unique,,1,黄河石鉴艺术,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
12423,11928.0,宁夏回族自治区,中卫市,传统美术,黄河石鉴赏艺术,黄河石鉴艺术,fuzzy_exact_alias_unique,,1,黄河石鉴艺术,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
10959,10803.0,辽宁省,本溪市,传统舞蹈,本溪太平秧歌,本溪县太平秧歌,fuzzy_exact_alias_unique,,1,本溪县太平秧歌,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
12382,11928.0,宁夏回族自治区,银川市,传统美术,黄河石鉴赏艺术,黄河石鉴艺术,fuzzy_exact_alias_unique,,1,黄河石鉴艺术,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
6345,6089.0,河南省,濮阳市,传统音乐,杨韩村唱秧歌,杨韩村乡唱秧歌,fuzzy_exact_alias_unique,,1,杨韩村乡唱秧歌,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
20687,19607.0,浙江省,宁波市,传统技艺,宁波慈城水磨年糕手工制作技艺,慈城水磨年糕手工制作技艺,fuzzy_exact_alias_unique,,1,慈城水磨年糕手工制作技艺,0.9230769230769231,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
2123,1817.0,甘肃省,天水市,传统音乐,清水县道教音乐,清水县道教音乐县,fuzzy_exact_alias_unique,,1,清水县道教音乐县,0.9333333333333333,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
15444,14640.0,陕西省,西安市,传统技艺,中华老字号德发长手工饺子制作技艺,中华老字号德发长饺子制作技艺,fuzzy_exact_alias_unique,,1,中华老字号德发长饺子制作技艺,0.9333333333333333,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
19855,18099.0,云南省,德宏傣族景颇族自治州,民俗,景颇族目瑙纵歌,景颇族目瑙纵歌节,fuzzy_exact_alias_unique,,1,景颇族目瑙纵歌节,0.9333333333333333,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
18525,17273.0,西藏自治区,拉萨市,传统技艺,雪拉藏鼓制作技艺,雪拉鼓制作技艺,fuzzy_exact_alias_unique,,1,雪拉鼓制作技艺,0.9333333333333333,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
14754,13924.0,山西省,吕梁市,传统医药,竹叶青泡制技艺,竹叶青酒泡制技艺,fuzzy_exact_alias_unique,,1,竹叶青酒泡制技艺,0.9333333333333333,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
7389,6844.0,黑龙江省,大兴安岭地区,民俗,鄂伦春传统服饰,鄂伦春族传统服饰,fuzzy_exact_alias_unique,,1,鄂伦春族传统服饰,0.9333333333333333,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
17750,16765.0,天津市,不统计,传统音乐,小王庄民间吹打乐,王庄民间吹打乐,fuzzy_exact_alias_unique,,1,王庄民间吹打乐,0.9333333333333333,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
12149,11867.0,宁夏回族自治区,中卫市,传统技艺,皮筏子制作技艺,羊皮筏子制作技艺,fuzzy_exact_alias_unique,,1,羊皮筏子制作技艺,0.9333333333333333,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
16682,15882.0,四川省,甘孜藏族自治州,传统美术,藏族格萨尔彩绘石刻,藏族格萨尔彩绘石,fuzzy_exact_alias_unique,,1,藏族格萨尔彩绘石,0.9411764705882353,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
11306,11022.0,内蒙古自治区,呼伦贝尔市,传统舞蹈,达斡尔族鲁日格勒,达斡尔族鲁日格勒舞,fuzzy_exact_alias_unique,,1,达斡尔族鲁日格勒舞,0.9411764705882353,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
4938,4824.0,海南省,琼海市,民俗,祭兄弟公出海仪式,祭祀兄弟公出海仪式,fuzzy_exact_alias_unique,,1,祭祀兄弟公出海仪式,0.9411764705882353,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
3649,3635.0,广西壮族自治区,柳州市,传统技艺,苗族芦笙制作技艺,苗族芦笙柱制作技艺,fuzzy_exact_alias_unique,,1,苗族芦笙柱制作技艺,0.9411764705882353,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
11249,10983.0,内蒙古自治区,鄂尔多斯市,民间文学,乌审旗蒙古族口头诗,乌审蒙古族口头诗,fuzzy_exact_alias_unique,,1,乌审蒙古族口头诗,0.9411764705882353,same_project,False,"Manual semantic name review: spelling variant, shortened place prefix, parenthetical alias, or listed subproject under a broader project name."
